date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:38:09	625488/625488	---MCZ	200	added ('OK')	text/html	etag:W/%22fb3cf5d8cae6355e2f95822d0a38713b%22	https://www.purnellspropertymaintenance.co.uk/carpentry-and-joinery	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/carpentry-and-joinery.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:11	629805/629805	---MCZ	200	added ('OK')	text/html	etag:W/%22b7ed12baf8145b67443d51e646327e9e%22	https://www.purnellspropertymaintenance.co.uk/painting-and-decorating	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/painting-and-decorating.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:12	624986/624986	---MCZ	200	added ('OK')	text/html	etag:W/%22c2fb69fc69cef4bf2f27fb415f0ecf69%22	https://www.purnellspropertymaintenance.co.uk/roofing-services	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/roofing-services.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:13	625010/625010	---MCZ	200	added ('OK')	text/html	etag:W/%22e6f1d96e8a3cc18651f92521381079fc%22	https://www.purnellspropertymaintenance.co.uk/landscaping-and-patios	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/landscaping-and-patios.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:14	128899/128899	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:14%20GMT	https://static.wixstatic.com/media/11062b_d2e7a15d1d644398bc0da877415711e4~mv2.jpg/v1/crop/x_329,y_0,w_3744,h_3744/fill/w_490,h_490,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Home%20Extension%20Construction%20Site.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_d2e7a15d1d644398bc0da877415711e4_mv2.jpg/v1/crop/x_329,y_0,w_3744,h_3744/fill/w_490,h_490,al_c,q_80,usm_0.66_1.00_0.01,enc_av/Home%20Extension%20Construction%20Site.jpg	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:15	965844/965844	---MCZ	200	added ('OK')	text/html	etag:W/%22c02c60c6ff3df09cf2913bde79e6bdba%22	https://www.purnellspropertymaintenance.co.uk/contact-us	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/contact-us.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:15	22793/22793	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:15%20GMT	https://static.wixstatic.com/media/11062b_0c1bf243a20c4b3587c988483f8420f5~mv2.jpg/v1/crop/x_362,y_0,w_1446,h_1446/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Wooden%20Staircase.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_0c1bf243a20c4b3587c988483f8420f5_mv2.jpg/v1/crop/x_362,y_0,w_1446,h_1446/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Wooden%20Staircase.jpg	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:15	14474/14474	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:15%20GMT	https://static.wixstatic.com/media/11062b_aef213a3cfe5481ea3b15a995996db97~mv2.jpg/v1/crop/x_370,y_0,w_3282,h_3282/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/a%20bathroom%20in%20the%20attic%20of%20an%20expensive%20new%20home_%20A%20shower%20unit%20sits%20in%20the%20centre%20with%20fi.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_aef213a3cfe5481ea3b15a995996db97_mv2.jpg/v1/crop/x_370,y_0,w_3282,h_3282/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_av/a%20bathroom%20in%20the%20attic%20of%20an%20expensive%20new%20home_%20A	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:15	1540/1540	---M--	200	added ('OK')	image/webp	date:Mon,%2004%20May%202026%2020:38:15%20GMT	https://static.wixstatic.com/media/44ceee_44832dde9fad4009bf9831f042404617~mv2.jpg/v1/fill/w_309,h_309,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/person%20placeholder%20image.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/44ceee_44832dde9fad4009bf9831f042404617_mv2.jpg/v1/fill/w_309,h_309,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/person%20placeholder%20image.jpg	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:15	12465/12465	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:15%20GMT	https://static.wixstatic.com/media/11062b_714cb85cc2194e5bafb5610dd840200e~mv2.jpg/v1/crop/x_1349,y_0,w_3324,h_3322/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Man%20painting%20wall%20with%20gray%20color%2C%20using%20small%20paint%20roller.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_714cb85cc2194e5bafb5610dd840200e_mv2.jpg/v1/crop/x_1349,y_0,w_3324,h_3322/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_av/Man%20painting%20wall%20with%20gray%20color,%20using%20small%20pai	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:15	8617/8617	---M--	200	added ('OK')	image/png	date:Mon,%2004%20May%202026%2020:38:15%20GMT	https://static.wixstatic.com/media/26aa9b_1ce105da62cd4f148781b39f6fccfe67~mv2.png/v1/fill/w_150,h_75,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Review%20us%20on%20Yell_com.png	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/26aa9b_1ce105da62cd4f148781b39f6fccfe67_mv2.png/v1/fill/w_150,h_75,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/Review%20us%20on%20Yell_com.png	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:16	23073/23073	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:15%20GMT	https://static.wixstatic.com/media/44ceee_d4f1b8372204493f96e6ed1104194cbe~mv2.jpg/v1/crop/x_128,y_0,w_768,h_768/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/56eade60-a32c-4450-9234-a22ed0db11bb_image_jpeg.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/44ceee_d4f1b8372204493f96e6ed1104194cbe_mv2.jpg/v1/crop/x_128,y_0,w_768,h_768/fill/w_212,h_212,al_c,q_80,usm_0.66_1.00_0.01,enc_av/56eade60-a32c-4450-9234-a22ed0db11bb_image_jpeg.15.de	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:16	2207/2207	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2004%20May%202026%2020:38:16%20GMT	https://www.purnellspropertymaintenance.co.uk/window.location.href	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/window.location.1a.delayed	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:16	131854/131854	---M-Z	200	added ('OK')	application/javascript	etag:%223dba122fff59f2079b3877b077a5c7c7%22	https://browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	C:/My%20Web%20Sites/Purnells/browser.sentry-cdn.com/7.120.3/bundle.tracing.es5.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:16	68635/68635	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:16%20GMT	https://static.wixstatic.com/media/44ceee_e01299829b954803b3273b7891bfd724~mv2.jpg/v1/crop/x_128,y_0,w_768,h_768/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/9b3993d9-dc7f-4055-8f28-0c53414f5a0c_image_jpeg.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/44ceee_e01299829b954803b3273b7891bfd724_mv2.jpg/v1/crop/x_128,y_0,w_768,h_768/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_av/9b3993d9-dc7f-4055-8f28-0c53414f5a0c_image_jpeg.16.de	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:16	3323/3323	---M-Z	200	added ('OK')	application/javascript	etag:%22ccf0e1db3811d44808d97a63c7a72d1f%22	https://browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	C:/My%20Web%20Sites/Purnells/browser.sentry-cdn.com/7.120.3/modulemetadata.es5.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:16	123800/123800	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:16%20GMT	https://static.wixstatic.com/media/44ceee_54f74519e7e74dc3a14b6f5accb6e9ca~mv2.jpg/v1/crop/x_0,y_128,w_768,h_768/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/6712b86d-a624-4cb0-b4e2-225e2857dfe9_image_jpeg.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/44ceee_54f74519e7e74dc3a14b6f5accb6e9ca_mv2.jpg/v1/crop/x_0,y_128,w_768,h_768/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_av/6712b86d-a624-4cb0-b4e2-225e2857dfe9_image_jpeg.17.de	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20May%202026%2020:38:17%20GMT	https://www.purnellspropertymaintenance.co.uk/api/	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/api/index.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2004%20May%202026%2020:38:17%20GMT	https://www.purnellspropertymaintenance.co.uk/envelope/	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/envelope/index.html	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:20	265/265	---MCZ	200	added ('OK')	text/xml	etag:W/%22109-2P+Zvhij8Wt8vJcteC1vSS+VJHI%22	https://www.purnellspropertymaintenance.co.uk/sitemap.xml	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/sitemap.xml	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:21	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2004%20May%202026%2020:38:21%20GMT	https://www.purnellspropertymaintenance.co.uk/feed.xml	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/feed.1e.delayed	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:21	10751/10751	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e91b2616629791b375867c298dc846cc%22	https://static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/unpkg/react@18.3.1/umd/react.production.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:21	131835/131835	---M-Z	200	added ('OK')	application/javascript	etag:W/%227d4842a904e5d5d1b19240075998b111%22	https://static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/unpkg/react-dom@18.3.1/umd/react-dom.production.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:22	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:W/%229becc40fb1d85d21d0ca38e2f7069511%22	https://static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/unpkg/lodash@4.17.21/lodash.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:22	150092/150092	---M-Z	200	added ('OK')	application/javascript	etag:W/%226f1299dbbbc8458a32efe5d84f46f1f1%22	https://static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.3a1c79ef.bundle.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/services/wix-thunderbolt/dist/thunderbolt-commons.3a1c79ef.bundle.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:22	222719/222719	---M-Z	200	added ('OK')	application/javascript	etag:W/%224b6e1183b97eaea8dd0c878659c2d996%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.2af1520d.bundle.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/services/wix-thunderbolt/dist/main.2af1520d.bundle.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:23	152/152	---M-Z	200	added ('OK')	application/javascript	etag:W/%22063d7456f9155e3e1c25489d3182966d%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/services/wix-thunderbolt/dist/main.renderer.99fa8096.bundle.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:23	3828/3828	---M-Z	200	added ('OK')	application/javascript	etag:W/%22aef38bbd7e062b16982a758b0d21a137%22	https://static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/services/wix-thunderbolt/dist/browser-deprecation.bundle.es5.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:24	2207/2207	---MCZ	400	error ('Bad%20Request')	text/html	date:Mon,%2004%20May%202026%2020:38:24%20GMT	https://www.purnellspropertymaintenance.co.uk/decodeURIComponent(e	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/decodeURIComponent(e.26.delayed	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:24	9582/9582	---M-Z	200	added ('OK')	application/javascript	etag:W/%22df644f83788d1f4c908f19099724035e%22	https://static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/services/tag-manager-client/1.1028.0/siteTags.bundle.min.js	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:24	108157/108157	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:24%20GMT	https://static.wixstatic.com/media/11062b_4cc0cd1b280b47808902be1437d5a852~mv2.jpg/v1/crop/x_528,y_0,w_2216,h_2216/fill/w_490,h_490,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Property%20Development.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_4cc0cd1b280b47808902be1437d5a852_mv2.jpg/v1/crop/x_528,y_0,w_2216,h_2216/fill/w_490,h_490,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/Property%20Development.jpg	(from https://www.purnellspropertymaintenance.co.uk/property-maintenance)
21:38:25	2210/2210	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2004%20May%202026%2020:38:25%20GMT	https://www.purnellspropertymaintenance.co.uk/o	C:/My%20Web%20Sites/Purnells/www.purnellspropertymaintenance.co.uk/o	(from https://www.purnellspropertymaintenance.co.uk/)
21:38:25	65732/65732	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:25%20GMT	https://static.wixstatic.com/media/11062b_89d9ae8dcf664d0485cead63dc0d44c3~mv2.jpg/v1/crop/x_837,y_0,w_2591,h_2592/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/worker%20applies%20bitumen%20mastic%20on%20the%20foundation.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_89d9ae8dcf664d0485cead63dc0d44c3_mv2.jpg/v1/crop/x_837,y_0,w_2591,h_2592/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_av/worker%20applies%20bitumen%20mastic%20on%20the%20foundation.29	(from https://www.purnellspropertymaintenance.co.uk/property-maintenance)
21:38:25	93979/93979	---M--	200	added ('OK')	image/jpeg	date:Mon,%2004%20May%202026%2020:38:25%20GMT	https://static.wixstatic.com/media/11062b_09e6ec96c0364d8295494ffb2b048d8a~mv2.jpg/v1/crop/x_984,y_0,w_3432,h_3432/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/House.jpg	C:/My%20Web%20Sites/Purnells/static.wixstatic.com/media/11062b_09e6ec96c0364d8295494ffb2b048d8a_mv2.jpg/v1/crop/x_984,y_0,w_3432,h_3432/fill/w_455,h_455,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/House.jpg	(from https://www.purnellspropertymaintenance.co.uk/property-maintenance)
21:38:25	220460/220460	---M-Z	200	added ('OK')	application/javascript	etag:W/%22c6794f72f19e634ef46cb5dcefafae72%22	https://static.parastorage.com/services/wix-thunderbolt/dist/main.0ec9d169.bundle.min.js	C:/My%20Web%20Sites/Purnells/static.parastorage.com/services/wix-thunderbolt/dist/main.0ec9d169.bundle.min.js	(from https://www.purnellspropertymaintenance.co.uk/property-maintenance)
